2.33E+03;1.10E-02;8.47E+02;-4.21E-04;2.24E+00;5.32E+03
5.02E+03;2.37E-02;8.47E+02;1.57E-03;-8.36E+00;5.32E+03
7.45E+03;3.53E-02;8.44E+02;1.36E-03;-7.22E+00;5.30E+03
9.93E+03;4.73E-02;8.40E+02;2.78E-03;-1.47E+01;5.28E+03
1.24E+04;5.93E-02;8.36E+02;4.46E-03;-2.34E+01;5.25E+03
1.49E+04;7.20E-02;8.27E+02;6.35E-03;-3.30E+01;5.20E+03
1.74E+04;8.52E-02;8.17E+02;8.47E-03;-4.35E+01;5.13E+03
2.01E+04;9.99E-02;8.05E+02;1.10E-02;-5.55E+01;5.06E+03
2.10E+04;1.05E-01;8.01E+02;1.19E-02;-5.97E+01;5.03E+03
2.24E+04;1.13E-01;7.95E+02;1.32E-02;-6.62E+01;4.99E+03
2.40E+04;1.22E-01;7.88E+02;1.49E-02;-7.37E+01;4.95E+03
2.79E+04;1.45E-01;7.72E+02;1.90E-02;-9.22E+01;4.85E+03
