2.33E+03;1.76E-02;5.31E+02;3.09E-04;-1.03E+00;3.34E+03
5.02E+03;3.79E-02;5.30E+02;3.72E-04;-1.24E+00;3.33E+03
7.45E+03;5.62E-02;5.31E+02;1.08E-03;-3.60E+00;3.33E+03
9.93E+03;7.51E-02;5.29E+02;1.91E-03;-6.35E+00;3.32E+03
1.24E+04;9.46E-02;5.24E+02;2.87E-03;-9.46E+00;3.29E+03
1.49E+04;1.15E-01;5.19E+02;3.96E-03;-1.29E+01;3.26E+03
1.74E+04;1.36E-01;5.13E+02;5.14E-03;-1.66E+01;3.22E+03
2.01E+04;1.59E-01;5.07E+02;6.50E-03;-2.07E+01;3.18E+03
2.10E+04;1.67E-01;5.04E+02;6.97E-03;-2.21E+01;3.17E+03
2.24E+04;1.79E-01;5.01E+02;7.72E-03;-2.43E+01;3.15E+03
2.40E+04;1.93E-01;4.98E+02;8.59E-03;-2.69E+01;3.13E+03
2.79E+04;2.28E-01;4.89E+02;1.08E-02;-3.33E+01;3.07E+03
