2.33E+03;3.33E-02;2.80E+02;5.86E-04;-1.03E+00;1.76E+03
5.02E+03;7.29E-02;2.75E+02;3.80E-03;-6.58E+00;1.73E+03
7.45E+03;1.11E-01;2.69E+02;9.84E-03;-1.66E+01;1.69E+03
9.93E+03;1.51E-01;2.63E+02;1.86E-02;-3.08E+01;1.65E+03
1.24E+04;1.92E-01;2.58E+02;2.93E-02;-4.75E+01;1.62E+03
1.49E+04;2.35E-01;2.54E+02;4.14E-02;-6.60E+01;1.59E+03
1.74E+04;2.77E-01;2.51E+02;5.42E-02;-8.55E+01;1.57E+03
2.01E+04;3.24E-01;2.48E+02;6.85E-02;-1.07E+02;1.56E+03
2.10E+04;3.39E-01;2.48E+02;7.34E-02;-1.14E+02;1.55E+03
2.24E+04;3.63E-01;2.47E+02;8.09E-02;-1.25E+02;1.55E+03
2.40E+04;3.90E-01;2.46E+02;8.96E-02;-1.38E+02;1.54E+03
2.79E+04;4.57E-01;2.44E+02;1.11E-01;-1.70E+02;1.52E+03
