2.000000000000000000e+03,3.973125382599558032e-03,2.013528199999999970e+03,-7.522303000000000149e-03,9.516744453673145188e+01,1.265101285759134407e+04
2.970000000000000000e+03,5.897945290897782349e-03,2.014260800000000017e+03,-1.991839400000000159e-03,2.520866738646604333e+01,1.265594875755443536e+04
3.930000000000000000e+03,7.802467336722576467e-03,2.014747299999999996e+03,-1.344526049999999985e-03,1.702039645386992106e+01,1.265901919085136069e+04
4.900000000000000000e+03,9.726720347906921485e-03,2.015067700000000059e+03,-1.060233999999999959e-03,1.342366907579004298e+01,1.266103664949498307e+04
5.860000000000000000e+03,1.163148094059776941e-02,2.015220599999999877e+03,-5.386565499999999580e-04,6.820471641010612984e+00,1.266200262769963592e+04
6.830000000000000000e+03,1.355691121359513945e-02,2.015208300000000008e+03,-1.364327149999999865e-04,1.727501102499751973e+00,1.266192706362252102e+04
7.790000000000000000e+03,1.546371211173415416e-02,2.015040099999999939e+03,5.816237500000000232e-05,-7.363862891054978599e-01,1.266087032828269366e+04
8.760000000000000000e+03,1.739219691937734028e-02,2.014696599999999989e+03,2.539641500000000204e-04,-3.214859052360437897e+00,1.265871166731519043e+04
9.720000000000000000e+03,1.930302093767104904e-02,2.014192500000000337e+03,5.010983499999999624e-04,-6.341672578460881837e+00,1.265554313293038831e+04
1.070000000000000000e+04,2.125644565707721090e-02,2.013506900000000087e+03,7.315655999999999808e-04,-9.255209764689050544e+00,1.265123358458772418e+04
1.170000000000000000e+04,2.325318982339053334e-02,2.012627099999999928e+03,9.689475000000000128e-04,-1.225302814409762142e+01,1.264570308727957308e+04
1.260000000000000000e+04,2.505369767971442341e-02,2.011679100000000062e+03,1.293240400000000108e-03,-1.634623866161352979e+01,1.263974199406772095e+04
1.360000000000000000e+04,2.705869947136055678e-02,2.010443999999999733e+03,1.538898649999999920e-03,-1.943935574601797356e+01,1.263197724409934563e+04
1.460000000000000000e+04,2.906896437583483123e-02,2.009015499999999975e+03,1.810355100000000071e-03,-2.285214260862790425e+01,1.262299598623264137e+04
1.550000000000000000e+04,3.088331819137525580e-02,2.007556299999999965e+03,1.931297999999999912e-03,-2.436109989269217024e+01,1.261382472320212582e+04
1.650000000000000000e+04,3.290561681927726967e-02,2.005736599999999953e+03,2.253206949999999893e-03,-2.839584846811779073e+01,1.260238274429017474e+04
1.740000000000000000e+04,3.473298444316613720e-02,2.003858899999999949e+03,2.547538350000000135e-03,-3.207507914341852029e+01,1.259057594182765752e+04
1.840000000000000000e+04,3.677379683106801744e-02,2.001425099999999929e+03,2.884685399999999816e-03,-3.627585579814480354e+01,1.257527245941578803e+04
1.940000000000000000e+04,3.882805715409955866e-02,1.998554799999999886e+03,3.222029600000000157e-03,-4.045996057504790144e+01,1.255722497318877140e+04
2.030000000000000000e+04,4.069056295143285568e-02,1.995548700000000053e+03,3.565756450000000157e-03,-4.470888877265707606e+01,1.253832256084369328e+04
2.130000000000000000e+04,4.277767708175908568e-02,1.991692999999999756e+03,4.054624449999999665e-03,-5.074028476785074560e+01,1.251407332719003716e+04
2.230000000000000000e+04,4.488596624665915080e-02,1.987258100000000013e+03,4.519094950000000083e-03,-5.642682451195521054e+01,1.248618339575381287e+04
2.320000000000000000e+04,4.680196806310358421e-02,1.982822599999999966e+03,5.037813999999999834e-03,-6.276331265456671105e+01,1.245828373111292967e+04
2.420000000000000000e+04,4.895122753547004324e-02,1.977478499999999940e+03,5.675961000000000201e-03,-7.052304267959659967e+01,1.242466371183159754e+04
2.520000000000000000e+04,5.112159926620218897e-02,1.971769299999999703e+03,6.332138999999999650e-03,-7.844881874842943148e+01,1.238874351800567274e+04
2.610000000000000000e+04,5.309256836774272487e-02,1.966376899999999978e+03,6.954870999999999623e-03,-8.592819934586317743e+01,1.235481163307302086e+04
2.710000000000000000e+04,5.530159674687847027e-02,1.960160399999999981e+03,7.695432000000000314e-03,-9.477733317138134339e+01,1.231568634333482078e+04
2.810000000000000000e+04,5.753006931400869023e-02,1.953760899999999765e+03,8.490354999999999777e-03,-1.042262546413125790e+02,1.227539931369677288e+04
2.900000000000000000e+04,5.955178859690030829e-02,1.947884399999999687e+03,9.217880499999999214e-03,-1.128168894926930079e+02,1.223839866481569879e+04
3.000000000000000000e+04,6.181531808308225739e-02,1.941266399999999976e+03,1.007949950000000018e-02,-1.229430473728290565e+02,1.219671690387102717e+04
