0;0;622.8;
5000;0.032041012;624.2;0.006811594
8000;0.051224588;624.7;0.007246377
10000;0.063897764;626;0.008115942
15000;0.093955528;638.6;0.027101449
20000;0.125529578;637.3;0.032173913
25000;0.156764383;637.9;0.037826087
