1.000000000000000000e+03,7.534944576997723922e-03,5.308599100000000135e+02,-4.465805450000000145e-04,1.489565471991446843e+00,3.335490854077180302e+03
2.000000000000000000e+03,1.506988915399544784e-02,5.307904800000000023e+02,2.376440349999999857e-05,-7.925559141066361446e-02,3.335054944185068507e+03
3.000000000000000000e+03,2.260483373099317003e-02,5.306813399999999774e+02,2.615910200000000113e-04,-8.722410396352685558e-01,3.334369084197160191e+03
4.000000000000000000e+03,3.013977830799089569e-02,5.305318499999999631e+02,5.157035500000000305e-04,-1.719061645952735029e+00,3.333429481647677676e+03
5.000000000000000000e+03,3.767472288498861788e-02,5.302688900000000558e+02,7.790758000000000058e-04,-2.595707375882938983e+00,3.331776687375874644e+03
6.000000000000000000e+03,4.520966746198634006e-02,5.294732199999999693e+02,1.182207250000000091e-03,-3.932941492137167927e+00,3.326776031672279260e+03
7.000000000000000000e+03,5.274461203898406919e-02,5.279602999999999611e+02,1.744786400000000043e-03,-5.787931768151468148e+00,3.317267350377966977e+03
8.000000000000000000e+03,6.027955661598179138e-02,5.258741700000000492e+02,2.455438700000000130e-03,-8.113174264419901860e+00,3.304154897653212629e+03
9.000000000000000000e+03,6.781450119297952051e-02,5.233715399999999818e+02,3.290741649999999810e-03,-1.082140769016645443e+01,3.288422565047251283e+03
1.000000000000000000e+04,7.534944576997723575e-02,5.206222599999999829e+02,4.278797400000000119e-03,-1.399665715179136249e+01,3.271136190055457519e+03
1.100000000000000000e+04,8.288439034697496488e-02,5.177602900000000545e+02,5.414913999999999838e-03,-1.761571075644354067e+01,3.253136152640029195e+03
1.200000000000000000e+04,9.041933492397268013e-02,5.148588499999999613e+02,6.699523500000000367e-03,-2.167264740729013894e+01,3.234880962571435703e+03
1.300000000000000000e+04,9.795427950097040926e-02,5.119640200000000050e+02,8.132125000000000464e-03,-2.615913351644125839e+01,3.216658441838202179e+03
1.400000000000000000e+04,1.054892240779681384e-01,5.091083399999999983e+02,9.697459500000000024e-03,-3.102044719661390104e+01,3.198671628349080947e+03
1.500000000000000000e+04,1.130241686549658536e-01,5.063136299999999892e+02,1.138789150000000042e-02,-3.622787059828843326e+01,3.181056074622710184e+03
1.600000000000000000e+04,1.205591132319635828e-01,5.035958299999999781e+02,1.319626250000000001e-02,-4.175542799665507943e+01,3.163910400023217790e+03
1.700000000000000000e+04,1.280940578089612980e-01,5.009663999999999646e+02,1.512389350000000084e-02,-4.760494605752663944e+01,3.147304717216075915e+03
1.800000000000000000e+04,1.356290023859590410e-01,4.984334499999999935e+02,1.715731850000000100e-02,-5.373242757383958690e+01,3.131288743531969430e+03
1.900000000000000000e+04,1.431639469629567563e-01,4.960028899999999794e+02,1.929007199999999839e-02,-6.011708637150902490e+01,3.115898185354486941e+03
2.000000000000000000e+04,1.506988915399544715e-01,4.936781500000000165e+02,2.151398549999999910e-02,-6.673361413999134584e+01,3.101153362468037813e+03
2.100000000000000000e+04,1.582338361169522145e-01,4.914580100000000016e+02,2.381812950000000012e-02,-7.354852006848147994e+01,3.087045729180306807e+03
2.200000000000000000e+04,1.657687806939499298e-01,4.893402300000000196e+02,2.619818299999999989e-02,-8.054933541963558241e+01,3.073560039126233733e+03
2.300000000000000000e+04,1.733037252709476450e-01,4.873227000000000544e+02,2.864935149999999972e-02,-8.772256176905395364e+01,3.060681973286760240e+03
2.400000000000000000e+04,1.808386698479453603e-01,4.854033499999999890e+02,3.116406399999999827e-02,-9.504663048058810659e+01,3.048397817372231202e+03
2.500000000000000000e+04,1.883736144249431033e-01,4.835802299999999718e+02,3.373622949999999926e-02,-1.025049759938844716e+02,3.036694638024086998e+03
2.600000000000000000e+04,1.959085590019408185e-01,4.818514099999999871e+02,3.636156649999999768e-02,-1.100868860712500492e+02,3.025559571737455826e+03
2.700000000000000000e+04,2.034435035789385338e-01,4.802127199999999334e+02,3.903237450000000136e-02,-1.177710372205092284e+02,3.014966188908173990e+03
2.800000000000000000e+04,2.109784481559362768e-01,4.786583600000000160e+02,4.174361950000000238e-02,-1.255439011956865158e+02,3.004877703793945329e+03
2.900000000000000000e+04,2.185133927329339920e-01,4.771832499999999868e+02,4.449278200000000155e-02,-1.333996287130252654e+02,2.995261654776314117e+03
3.000000000000000000e+04,2.260483373099317073e-01,4.757830000000000155e+02,4.727331950000000088e-02,-1.413204097511556085e+02,2.986090544255060649e+03
