5.00E+03;1.02E-02;1.97E+03;-4.17E-03;5.15E+01;1.24E+04
5.86E+03;1.19E-02;1.97E+03;-2.38E-03;2.94E+01;1.24E+04
6.72E+03;1.37E-02;1.97E+03;-1.10E-03;1.35E+01;1.24E+04
7.59E+03;1.54E-02;1.97E+03;-6.29E-04;7.77E+00;1.24E+04
8.45E+03;1.72E-02;1.97E+03;-4.06E-04;5.01E+00;1.23E+04
9.31E+03;1.89E-02;1.96E+03;3.61E-06;-4.46E-02;1.23E+04
1.02E+04;2.07E-02;1.96E+03;7.01E-04;-8.64E+00;1.23E+04
1.10E+04;2.24E-02;1.96E+03;1.32E-03;-1.63E+01;1.23E+04
1.19E+04;2.42E-02;1.96E+03;2.53E-03;-3.12E+01;1.23E+04
1.28E+04;2.60E-02;1.96E+03;3.03E-03;-3.73E+01;1.23E+04
1.36E+04;2.77E-02;1.96E+03;3.50E-03;-4.31E+01;1.23E+04
1.45E+04;2.95E-02;1.96E+03;4.07E-03;-5.00E+01;1.23E+04
1.53E+04;3.11E-02;1.95E+03;4.39E-03;-5.39E+01;1.23E+04
1.62E+04;3.29E-02;1.95E+03;5.10E-03;-6.25E+01;1.23E+04
1.71E+04;3.48E-02;1.95E+03;5.89E-03;-7.20E+01;1.22E+04
1.79E+04;3.64E-02;1.94E+03;6.73E-03;-8.21E+01;1.22E+04
1.88E+04;3.82E-02;1.94E+03;7.62E-03;-9.28E+01;1.22E+04
1.97E+04;4.01E-02;1.93E+03;8.50E-03;-1.03E+02;1.21E+04
2.05E+04;4.17E-02;1.92E+03;9.67E-03;-1.17E+02;1.21E+04
2.14E+04;4.35E-02;1.91E+03;1.10E-02;-1.32E+02;1.20E+04
2.22E+04;4.52E-02;1.90E+03;1.22E-02;-1.45E+02;1.20E+04
2.31E+04;4.70E-02;1.89E+03;1.39E-02;-1.65E+02;1.19E+04
2.40E+04;4.88E-02;1.87E+03;1.59E-02;-1.87E+02;1.18E+04
2.48E+04;5.04E-02;1.86E+03;1.78E-02;-2.08E+02;1.17E+04
2.57E+04;5.23E-02;1.84E+03;2.01E-02;-2.32E+02;1.16E+04
2.66E+04;5.41E-02;1.82E+03;2.25E-02;-2.58E+02;1.15E+04
2.74E+04;5.57E-02;1.81E+03;2.49E-02;-2.82E+02;1.13E+04
2.83E+04;5.76E-02;1.79E+03;2.78E-02;-3.12E+02;1.12E+04
2.91E+04;5.92E-02;1.77E+03;3.05E-02;-3.39E+02;1.11E+04
3.00E+04;6.10E-02;1.75E+03;3.39E-02;-3.72E+02;1.10E+04
