5.000000000000000000e+03,4.770904983281341188e-02,1.103178100000000086e+03,1.686478849999999835e-02,-1.168978165107287168e+02,6.930486630546048218e+03
5.860000000000000000e+03,5.650522937818150404e-02,1.091654899999999998e+03,1.120385299999999973e-02,-7.684801231255332254e+01,6.858639517763434014e+03
6.720000000000000000e+03,6.551457690805660705e-02,1.079711499999999887e+03,9.900360000000000410e-03,-6.716431383452484738e+01,6.783694949202303178e+03
7.590000000000000000e+03,7.476918928585692126e-02,1.068551600000000008e+03,1.186549999999999931e-02,-7.966387196958916661e+01,6.713435070610380535e+03
8.450000000000000000e+03,8.411486034491860719e-02,1.057451299999999947e+03,1.440635950000000026e-02,-9.571819313677420382e+01,6.643472960089750813e+03
9.310000000000000000e+03,9.367874023124310445e-02,1.046128500000000031e+03,1.677150700000000147e-02,-1.102394378697934201e+02,6.572094714853250480e+03
1.020000000000000000e+04,1.037626382448322004e-01,1.034750299999999925e+03,1.924575150000000165e-02,-1.251267899788188203e+02,6.500323690488600732e+03
1.100000000000000000e+04,1.129377503136897581e-01,1.025250399999999900e+03,2.163307050000000051e-02,-1.393567410001646181e+02,6.440330715960446469e+03
1.190000000000000000e+04,1.233472907703052346e-01,1.015532299999999964e+03,2.453228949999999853e-02,-1.565350839641593836e+02,6.378857255348681974e+03
1.280000000000000000e+04,1.338301960590415896e-01,1.006774599999999964e+03,2.758737799999999921e-02,-1.745108942985331169e+02,6.323343767185907382e+03
1.360000000000000000e+04,1.431986791526515812e-01,9.997151900000001206e+02,3.038416199999999928e-02,-1.908549473658640636e+02,6.278495639844627476e+03
1.450000000000000000e+04,1.537816101135449365e-01,9.925216599999999971e+02,3.358854700000000332e-02,-2.094648132051994764e+02,6.232678709058047389e+03
1.530000000000000000e+04,1.632165897694284329e-01,9.867417999999998983e+02,3.646834749999999792e-02,-2.260994359088049919e+02,6.195757471680140952e+03
1.620000000000000000e+04,1.738564952300463706e-01,9.808452399999998761e+02,3.972904099999999966e-02,-2.448434211189712073e+02,6.157966782699907526e+03
1.710000000000000000e+04,1.845182485318728749e-01,9.755132700000000341e+02,4.299960349999999709e-02,-2.635587874563759669e+02,6.123661561645047186e+03
1.790000000000000000e+04,1.940090746682503475e-01,9.711971100000000661e+02,4.590925550000000271e-02,-2.801479828251851814e+02,6.095777327263066582e+03
1.880000000000000000e+04,2.046959310973984758e-01,9.667741600000000517e+02,4.917960949999999887e-02,-2.987376624302389700e+02,6.067070849541290045e+03
1.970000000000000000e+04,2.153870817979844643e-01,9.627709300000000212e+02,5.244399000000000283e-02,-3.172477589719416642e+02,6.040943564530120057e+03
2.050000000000000000e+04,2.248909498573254395e-01,9.595293799999999464e+02,5.533681000000000016e-02,-3.336201437351502932e+02,6.019663087625509434e+03
2.140000000000000000e+04,2.355842425558099806e-01,9.561894099999999526e+02,5.858028500000000277e-02,-3.519453877058641069e+02,5.997597862210846870e+03
2.220000000000000000e+04,2.450911676739340184e-01,9.534583100000000968e+02,6.145189499999999944e-02,-3.681432622495852911e+02,5.979432994588174552e+03
2.310000000000000000e+04,2.557889850275911203e-01,9.506191000000000031e+02,6.466870500000000688e-02,-3.862607403262992420e+02,5.960413385641702007e+03
2.400000000000000000e+04,2.664900108826026015e-01,9.479964300000001458e+02,6.787080500000000627e-02,-4.042681904267075765e+02,5.942702401017901138e+03
2.480000000000000000e+04,2.760050827337616752e-01,9.458254500000000462e+02,7.070463999999999916e-02,-4.201832921172616011e+02,5.927923504948362279e+03
2.570000000000000000e+04,2.867132818061371990e-01,9.435430199999999559e+02,7.387832499999999469e-02,-4.379843725167415869e+02,5.912254727627649117e+03
2.660000000000000000e+04,2.974259073027758493e-01,9.414109300000000076e+02,7.703756000000000492e-02,-4.556817375295454440e+02,5.897480898939438703e+03
2.740000000000000000e+04,3.069524961633248727e-01,9.396276499999999032e+02,7.983500999999999792e-02,-4.713342945981456751e+02,5.885010080575706525e+03
2.830000000000000000e+04,3.176755854770160759e-01,9.377325499999999465e+02,8.297295000000000365e-02,-4.888722553819608265e+02,5.871630765745299868e+03
2.910000000000000000e+04,3.272130514014782166e-01,9.361356100000000424e+02,8.575649999999999940e-02,-5.044123159442925157e+02,5.860245281379730841e+03
3.000000000000000000e+04,3.379501274763088703e-01,9.344262599999999566e+02,8.888363999999999987e-02,-5.218512581945424245e+02,5.847935339965625644e+03
