2.330000000000000000e+03,8.438040788330297692e-03,1.104521799999999985e+03,-2.280515199999999954e-03,1.582658197538339095e+01,6.939897098815706158e+03
5.020000000000000000e+03,1.814333341826726564e-02,1.106742600000000039e+03,3.148866199999999799e-03,-2.189680255942730014e+01,6.953834368013541280e+03
7.450000000000000000e+03,2.696177200727497072e-02,1.105268600000000106e+03,2.793710750000000069e-03,-1.940122442615287923e+01,6.944580327249452239e+03
9.930000000000000000e+03,3.613183754318059077e-02,1.099307499999999891e+03,3.229682399999999915e-03,-2.230790961288590424e+01,6.907116708246853705e+03
1.240000000000000000e+04,4.558340881553717833e-02,1.088115199999999959e+03,5.804827999999999724e-03,-3.968661894804350254e+01,6.836714249189976726e+03
1.490000000000000000e+04,5.562133888401943338e-02,1.071531199999999899e+03,9.498643500000000794e-03,-6.395084356286952243e+01,6.732325362041141489e+03
1.740000000000000000e+04,6.608705031845221733e-02,1.053156400000000076e+03,1.417476649999999984e-02,-9.379693629346529349e+01,6.616512010411298434e+03
2.010000000000000000e+04,7.778970424238342007e-02,1.033555800000000090e+03,2.024140049999999941e-02,-1.314481126408900309e+02,6.492692133470314729e+03
2.100000000000000000e+04,8.176632391651345033e-02,1.027317800000000034e+03,2.247994749999999986e-02,-1.451041969615803851e+02,6.453196933295574127e+03
2.240000000000000000e+04,8.801773164356314905e-02,1.017976700000000051e+03,2.613654550000000035e-02,-1.671729059783423565e+02,6.393951210136049667e+03
2.400000000000000000e+04,9.524799800614190681e-02,1.007895200000000045e+03,3.056836699999999907e-02,-1.935831195223953216e+02,6.329832860387574328e+03
2.790000000000000000e+04,1.131607033679951080e-01,9.862080799999999954e+02,4.231427050000000079e-02,-2.622015669491995027e+02,6.190978198670873098e+03
