2.33E+03;1.78E-02;5.25E+02;3.12E-04;-1.03E+00;3.30E+03
5.02E+03;3.83E-02;5.24E+02;3.75E-04;-1.23E+00;3.29E+03
7.45E+03;5.68E-02;5.25E+02;1.08E-03;-3.57E+00;3.30E+03
9.93E+03;7.60E-02;5.22E+02;1.92E-03;-6.29E+00;3.28E+03
1.24E+04;9.57E-02;5.18E+02;2.88E-03;-9.37E+00;3.26E+03
1.49E+04;1.16E-01;5.13E+02;3.96E-03;-1.28E+01;3.22E+03
1.74E+04;1.37E-01;5.07E+02;5.14E-03;-1.64E+01;3.19E+03
2.01E+04;1.61E-01;5.01E+02;6.50E-03;-2.04E+01;3.15E+03
2.10E+04;1.68E-01;4.99E+02;6.96E-03;-2.18E+01;3.13E+03
2.24E+04;1.81E-01;4.96E+02;7.70E-03;-2.40E+01;3.11E+03
2.40E+04;1.95E-01;4.92E+02;8.57E-03;-2.65E+01;3.09E+03
2.79E+04;2.31E-01;4.84E+02;1.08E-02;-3.28E+01;3.04E+03
