  0.840000  0.005423
  0.820000  0.005997
  0.800000  0.006558
  0.780000  0.007105
  0.760000  0.007639
  0.740000  0.008159
  0.720000  0.008666
  0.700000  0.009160
  0.680000  0.009639
  0.660000  0.010104
  0.640000  0.010554
  0.620000  0.010989
  0.600000  0.011408
  0.580000  0.011811
  0.560000  0.012196
  0.540000  0.012562
  0.520000  0.012909
  0.500000  0.013235
  0.480000  0.013539
  0.460000  0.013821
  0.440000  0.014077
  0.420000  0.014306
  0.400000  0.014508
  0.380000  0.014678
  0.360000  0.014816
  0.340000  0.014918
  0.320000  0.014982
  0.300000  0.015004
  0.280000  0.014981
  0.260000  0.014909
  0.240000  0.014783
  0.220000  0.014597
  0.200000  0.014344
  0.180000  0.014017
  0.160000  0.013605
  0.140000  0.013095
  0.120000  0.012470
  0.100000  0.011707
  0.080000  0.010768
  0.060000  0.009594
  0.040000  0.008069
  0.020000  0.005899
  0.000000  0.000000
  0.020000 -0.005899
  0.040000 -0.008069
  0.060000 -0.009594
  0.080000 -0.010768
  0.100000 -0.011707
  0.120000 -0.012470
  0.140000 -0.013095
  0.160000 -0.013605
  0.180000 -0.014017
  0.200000 -0.014344
  0.220000 -0.014597
  0.240000 -0.014783
  0.260000 -0.014909
  0.280000 -0.014981
  0.300000 -0.015004
  0.320000 -0.014982
  0.340000 -0.014918
  0.360000 -0.014816
  0.380000 -0.014678
  0.400000 -0.014508
  0.420000 -0.014306
  0.440000 -0.014077
  0.460000 -0.013821
  0.480000 -0.013539
  0.500000 -0.013235
  0.520000 -0.012909
  0.540000 -0.012562
  0.560000 -0.012196
  0.580000 -0.011811
  0.600000 -0.011408
  0.620000 -0.010989
  0.640000 -0.010554
  0.660000 -0.010104
  0.680000 -0.009639
  0.700000 -0.009160
  0.720000 -0.008666
  0.740000 -0.008159
  0.760000 -0.007639
  0.780000 -0.007105
  0.800000 -0.006558
  0.820000 -0.005997
  0.840000 -0.005423
